<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,19/09/18,21:25,111900.0,111900.0,111890.0,111890.0,12
SPFB.RTS-12.18,1,19/09/18,21:26,111890.0,111900.0,111890.0,111900.0,10
SPFB.RTS-12.18,1,19/09/18,21:27,111890.0,111900.0,111890.0,111890.0,22
SPFB.RTS-12.18,1,19/09/18,21:28,111900.0,111900.0,111890.0,111890.0,16
SPFB.RTS-12.18,1,19/09/18,21:29,111900.0,111910.0,111880.0,111900.0,87
SPFB.RTS-12.18,1,19/09/18,21:30,111880.0,111880.0,111860.0,111860.0,31
SPFB.RTS-12.18,1,19/09/18,21:31,111880.0,111880.0,111850.0,111860.0,115
SPFB.RTS-12.18,1,19/09/18,21:32,111860.0,111880.0,111850.0,111850.0,102
SPFB.RTS-12.18,1,19/09/18,21:33,111870.0,111880.0,111850.0,111880.0,39
SPFB.RTS-12.18,1,19/09/18,21:34,111880.0,111880.0,111880.0,111880.0,1
SPFB.RTS-12.18,1,19/09/18,21:35,111870.0,111870.0,111840.0,111840.0,25
SPFB.RTS-12.18,1,19/09/18,21:36,111870.0,111880.0,111860.0,111860.0,33
SPFB.RTS-12.18,1,19/09/18,21:37,111860.0,111880.0,111860.0,111880.0,148
SPFB.RTS-12.18,1,19/09/18,21:38,111880.0,111880.0,111860.0,111880.0,60
SPFB.RTS-12.18,1,19/09/18,21:39,111880.0,111920.0,111880.0,111920.0,220
SPFB.RTS-12.18,1,19/09/18,21:40,111890.0,111900.0,111890.0,111900.0,8
SPFB.RTS-12.18,1,19/09/18,21:41,111900.0,111900.0,111900.0,111900.0,12
SPFB.RTS-12.18,1,19/09/18,21:42,111910.0,111910.0,111910.0,111910.0,3
SPFB.RTS-12.18,1,19/09/18,21:43,111910.0,111910.0,111900.0,111910.0,10
SPFB.RTS-12.18,1,19/09/18,21:44,111920.0,111940.0,111920.0,111940.0,77
SPFB.RTS-12.18,1,19/09/18,21:45,111920.0,111920.0,111910.0,111920.0,32
SPFB.RTS-12.18,1,19/09/18,21:46,111930.0,111960.0,111930.0,111940.0,49
SPFB.RTS-12.18,1,19/09/18,21:47,111950.0,111950.0,111950.0,111950.0,2
SPFB.RTS-12.18,1,19/09/18,21:48,111940.0,111950.0,111930.0,111940.0,10
SPFB.RTS-12.18,1,19/09/18,21:49,111930.0,111950.0,111930.0,111940.0,16
SPFB.RTS-12.18,1,19/09/18,21:50,111930.0,111940.0,111930.0,111940.0,3
SPFB.RTS-12.18,1,19/09/18,21:51,111940.0,111940.0,111930.0,111930.0,12
SPFB.RTS-12.18,1,19/09/18,21:52,111930.0,111930.0,111920.0,111920.0,74
SPFB.RTS-12.18,1,19/09/18,21:53,111920.0,111920.0,111920.0,111920.0,7
SPFB.RTS-12.18,1,19/09/18,21:54,111920.0,111930.0,111920.0,111930.0,3
SPFB.RTS-12.18,1,19/09/18,21:55,111930.0,111930.0,111910.0,111930.0,16
SPFB.RTS-12.18,1,19/09/18,21:56,111930.0,111930.0,111910.0,111920.0,17
SPFB.RTS-12.18,1,19/09/18,21:57,111910.0,111920.0,111910.0,111910.0,97
SPFB.RTS-12.18,1,19/09/18,21:58,111910.0,111920.0,111900.0,111920.0,16
SPFB.RTS-12.18,1,19/09/18,21:59,111920.0,111920.0,111900.0,111920.0,8
SPFB.RTS-12.18,1,19/09/18,22:00,111910.0,111920.0,111900.0,111920.0,5
SPFB.RTS-12.18,1,19/09/18,22:01,111920.0,111930.0,111910.0,111920.0,54
SPFB.RTS-12.18,1,19/09/18,22:02,111920.0,111930.0,111920.0,111920.0,14
SPFB.RTS-12.18,1,19/09/18,22:03,111920.0,111920.0,111900.0,111920.0,53
SPFB.RTS-12.18,1,19/09/18,22:04,111920.0,111940.0,111920.0,111940.0,59
SPFB.RTS-12.18,1,19/09/18,22:05,111930.0,111960.0,111900.0,111900.0,74
SPFB.RTS-12.18,1,19/09/18,22:06,111900.0,111910.0,111900.0,111910.0,12
SPFB.RTS-12.18,1,19/09/18,22:07,111910.0,111910.0,111910.0,111910.0,2
SPFB.RTS-12.18,1,19/09/18,22:08,111910.0,111910.0,111900.0,111900.0,11
SPFB.RTS-12.18,1,19/09/18,22:09,111900.0,111900.0,111890.0,111900.0,11
SPFB.RTS-12.18,1,19/09/18,22:10,111890.0,111900.0,111880.0,111890.0,21
SPFB.RTS-12.18,1,19/09/18,22:11,111870.0,111890.0,111870.0,111890.0,18
SPFB.RTS-12.18,1,19/09/18,22:12,111890.0,111890.0,111880.0,111880.0,27
SPFB.RTS-12.18,1,19/09/18,22:13,111870.0,111880.0,111870.0,111880.0,60
SPFB.RTS-12.18,1,19/09/18,22:14,111880.0,111880.0,111880.0,111880.0,40
SPFB.RTS-12.18,1,19/09/18,22:15,111880.0,111890.0,111880.0,111880.0,26
SPFB.RTS-12.18,1,19/09/18,22:16,111870.0,111880.0,111860.0,111880.0,31
SPFB.RTS-12.18,1,19/09/18,22:17,111880.0,111910.0,111870.0,111870.0,87
SPFB.RTS-12.18,1,19/09/18,22:18,111900.0,111900.0,111880.0,111880.0,9
SPFB.RTS-12.18,1,19/09/18,22:19,111870.0,111880.0,111870.0,111880.0,14
SPFB.RTS-12.18,1,19/09/18,22:20,111870.0,111890.0,111850.0,111860.0,100
SPFB.RTS-12.18,1,19/09/18,22:21,111860.0,111870.0,111790.0,111840.0,354
SPFB.RTS-12.18,1,19/09/18,22:22,111820.0,111820.0,111810.0,111820.0,112
SPFB.RTS-12.18,1,19/09/18,22:23,111820.0,111880.0,111820.0,111840.0,117
SPFB.RTS-12.18,1,19/09/18,22:24,111860.0,111910.0,111860.0,111880.0,102
SPFB.RTS-12.18,1,19/09/18,22:25,111880.0,111890.0,111880.0,111890.0,7
SPFB.RTS-12.18,1,19/09/18,22:26,111880.0,111930.0,111860.0,111930.0,126
SPFB.RTS-12.18,1,19/09/18,22:27,111910.0,111930.0,111880.0,111880.0,39
SPFB.RTS-12.18,1,19/09/18,22:28,111890.0,111890.0,111880.0,111880.0,18
SPFB.RTS-12.18,1,19/09/18,22:29,111880.0,111890.0,111880.0,111880.0,23
SPFB.RTS-12.18,1,19/09/18,22:30,111880.0,111880.0,111870.0,111870.0,20
SPFB.RTS-12.18,1,19/09/18,22:31,111850.0,111850.0,111810.0,111830.0,45
SPFB.RTS-12.18,1,19/09/18,22:32,111840.0,111840.0,111800.0,111830.0,47
SPFB.RTS-12.18,1,19/09/18,22:33,111840.0,111840.0,111840.0,111840.0,5
SPFB.RTS-12.18,1,19/09/18,22:34,111840.0,111840.0,111820.0,111830.0,56
SPFB.RTS-12.18,1,19/09/18,22:35,111830.0,111830.0,111820.0,111830.0,7
SPFB.RTS-12.18,1,19/09/18,22:36,111820.0,111840.0,111810.0,111810.0,37
SPFB.RTS-12.18,1,19/09/18,22:37,111830.0,111840.0,111810.0,111830.0,7
SPFB.RTS-12.18,1,19/09/18,22:38,111830.0,111830.0,111830.0,111830.0,7
SPFB.RTS-12.18,1,19/09/18,22:39,111830.0,111830.0,111830.0,111830.0,16
SPFB.RTS-12.18,1,19/09/18,22:40,111820.0,111820.0,111800.0,111820.0,14
SPFB.RTS-12.18,1,19/09/18,22:41,111820.0,111820.0,111760.0,111790.0,157
SPFB.RTS-12.18,1,19/09/18,22:42,111780.0,111780.0,111750.0,111780.0,28
SPFB.RTS-12.18,1,19/09/18,22:43,111780.0,111810.0,111770.0,111800.0,63
SPFB.RTS-12.18,1,19/09/18,22:44,111800.0,111830.0,111800.0,111830.0,158
SPFB.RTS-12.18,1,19/09/18,22:45,111820.0,111830.0,111780.0,111820.0,92
SPFB.RTS-12.18,1,19/09/18,22:46,111820.0,111830.0,111810.0,111820.0,5
SPFB.RTS-12.18,1,19/09/18,22:47,111810.0,111820.0,111770.0,111800.0,83
SPFB.RTS-12.18,1,19/09/18,22:48,111780.0,111790.0,111780.0,111790.0,3
SPFB.RTS-12.18,1,19/09/18,22:49,111800.0,111800.0,111790.0,111790.0,7
SPFB.RTS-12.18,1,19/09/18,22:50,111790.0,111790.0,111780.0,111790.0,8
SPFB.RTS-12.18,1,19/09/18,22:51,111800.0,111810.0,111790.0,111810.0,31
SPFB.RTS-12.18,1,19/09/18,22:52,111810.0,111810.0,111800.0,111800.0,6
SPFB.RTS-12.18,1,19/09/18,22:53,111790.0,111800.0,111760.0,111790.0,61
SPFB.RTS-12.18,1,19/09/18,22:54,111790.0,111820.0,111790.0,111800.0,67
SPFB.RTS-12.18,1,19/09/18,22:55,111800.0,111810.0,111800.0,111810.0,8
SPFB.RTS-12.18,1,19/09/18,22:56,111780.0,111790.0,111740.0,111770.0,47
SPFB.RTS-12.18,1,19/09/18,22:57,111770.0,111770.0,111700.0,111760.0,122
SPFB.RTS-12.18,1,19/09/18,22:58,111760.0,111780.0,111720.0,111720.0,78
SPFB.RTS-12.18,1,19/09/18,22:59,111740.0,111740.0,111660.0,111700.0,127
SPFB.RTS-12.18,1,19/09/18,23:00,111700.0,111770.0,111670.0,111730.0,219
SPFB.RTS-12.18,1,19/09/18,23:01,111730.0,111730.0,111710.0,111720.0,42
SPFB.RTS-12.18,1,19/09/18,23:02,111720.0,111760.0,111710.0,111740.0,61
SPFB.RTS-12.18,1,19/09/18,23:03,111750.0,111760.0,111740.0,111750.0,31
SPFB.RTS-12.18,1,19/09/18,23:04,111770.0,111770.0,111650.0,111720.0,182
SPFB.RTS-12.18,1,19/09/18,23:05,111710.0,111720.0,111710.0,111720.0,15
SPFB.RTS-12.18,1,19/09/18,23:06,111710.0,111790.0,111710.0,111790.0,206
SPFB.RTS-12.18,1,19/09/18,23:07,111790.0,111790.0,111770.0,111770.0,9
SPFB.RTS-12.18,1,19/09/18,23:08,111770.0,111770.0,111770.0,111770.0,2
SPFB.RTS-12.18,1,19/09/18,23:09,111790.0,111790.0,111780.0,111780.0,8
SPFB.RTS-12.18,1,19/09/18,23:10,111770.0,111780.0,111770.0,111770.0,19
SPFB.RTS-12.18,1,19/09/18,23:11,111770.0,111780.0,111760.0,111760.0,15
SPFB.RTS-12.18,1,19/09/18,23:12,111780.0,111780.0,111750.0,111760.0,9
SPFB.RTS-12.18,1,19/09/18,23:13,111780.0,111810.0,111770.0,111780.0,67
SPFB.RTS-12.18,1,19/09/18,23:14,111810.0,111810.0,111790.0,111790.0,5
SPFB.RTS-12.18,1,19/09/18,23:15,111800.0,111820.0,111660.0,111780.0,469
SPFB.RTS-12.18,1,19/09/18,23:16,111780.0,111800.0,111750.0,111800.0,19
SPFB.RTS-12.18,1,19/09/18,23:17,111750.0,111790.0,111750.0,111790.0,11
SPFB.RTS-12.18,1,19/09/18,23:18,111790.0,111800.0,111760.0,111760.0,13
SPFB.RTS-12.18,1,19/09/18,23:19,111800.0,111800.0,111800.0,111800.0,19
SPFB.RTS-12.18,1,19/09/18,23:20,111780.0,111830.0,111780.0,111810.0,47
SPFB.RTS-12.18,1,19/09/18,23:21,111790.0,111820.0,111790.0,111790.0,68
SPFB.RTS-12.18,1,19/09/18,23:22,111790.0,111820.0,111760.0,111760.0,185
SPFB.RTS-12.18,1,19/09/18,23:23,111780.0,111820.0,111780.0,111790.0,25
SPFB.RTS-12.18,1,19/09/18,23:24,111800.0,111800.0,111800.0,111800.0,13
SPFB.RTS-12.18,1,19/09/18,23:25,111820.0,111840.0,111690.0,111790.0,382
SPFB.RTS-12.18,1,19/09/18,23:26,111790.0,111820.0,111770.0,111820.0,139
SPFB.RTS-12.18,1,19/09/18,23:27,111810.0,111870.0,111810.0,111850.0,121
SPFB.RTS-12.18,1,19/09/18,23:28,111860.0,111890.0,111860.0,111890.0,106
SPFB.RTS-12.18,1,19/09/18,23:29,111890.0,111920.0,111880.0,111920.0,67
SPFB.RTS-12.18,1,19/09/18,23:30,111920.0,111920.0,111890.0,111890.0,76
SPFB.RTS-12.18,1,19/09/18,23:31,111900.0,111920.0,111870.0,111870.0,48
SPFB.RTS-12.18,1,19/09/18,23:32,111880.0,111910.0,111880.0,111910.0,119
SPFB.RTS-12.18,1,19/09/18,23:33,111890.0,111900.0,111870.0,111900.0,66
SPFB.RTS-12.18,1,19/09/18,23:34,111880.0,111900.0,111870.0,111900.0,49
SPFB.RTS-12.18,1,19/09/18,23:35,111890.0,111910.0,111870.0,111870.0,124
SPFB.RTS-12.18,1,19/09/18,23:36,111910.0,111910.0,111900.0,111900.0,54
SPFB.RTS-12.18,1,19/09/18,23:37,111920.0,111920.0,111900.0,111920.0,32
SPFB.RTS-12.18,1,19/09/18,23:38,111920.0,111950.0,111870.0,111890.0,262
SPFB.RTS-12.18,1,19/09/18,23:39,111880.0,111920.0,111880.0,111900.0,359
SPFB.RTS-12.18,1,19/09/18,23:40,111920.0,111920.0,111920.0,111920.0,13
SPFB.RTS-12.18,1,19/09/18,23:41,111920.0,111930.0,111910.0,111910.0,5
SPFB.RTS-12.18,1,19/09/18,23:42,111900.0,111920.0,111890.0,111920.0,68
SPFB.RTS-12.18,1,19/09/18,23:43,111880.0,111920.0,111880.0,111900.0,23
SPFB.RTS-12.18,1,19/09/18,23:44,111910.0,111910.0,111870.0,111870.0,28
SPFB.RTS-12.18,1,19/09/18,23:45,111880.0,112010.0,111850.0,112010.0,167
SPFB.RTS-12.18,1,19/09/18,23:46,111980.0,112090.0,111950.0,112000.0,396
SPFB.RTS-12.18,1,19/09/18,23:47,112040.0,112070.0,112000.0,112060.0,101
SPFB.RTS-12.18,1,19/09/18,23:48,112060.0,112080.0,112010.0,112030.0,143
SPFB.RTS-12.18,1,19/09/18,23:49,112060.0,112080.0,111960.0,112020.0,228
SPFB.RTS-12.18,1,19/09/18,23:50,112030.0,112080.0,111960.0,111960.0,125
SPFB.RTS-12.18,1,19/10/18,10:01,113540.0,114270.0,113540.0,114050.0,8272
SPFB.RTS-12.18,1,19/10/18,10:02,114050.0,114220.0,114040.0,114190.0,3465
SPFB.RTS-12.18,1,19/10/18,10:03,114190.0,114190.0,113980.0,114010.0,1565
SPFB.RTS-12.18,1,19/10/18,10:04,114000.0,114080.0,113980.0,114040.0,1015
SPFB.RTS-12.18,1,19/10/18,10:05,114040.0,114080.0,114020.0,114060.0,1404
SPFB.RTS-12.18,1,19/10/18,10:06,114050.0,114060.0,113890.0,114010.0,1377
SPFB.RTS-12.18,1,19/10/18,10:07,114010.0,114040.0,113970.0,113970.0,512
SPFB.RTS-12.18,1,19/10/18,10:08,113960.0,113980.0,113830.0,113860.0,1263
SPFB.RTS-12.18,1,19/10/18,10:09,113850.0,113860.0,113730.0,113820.0,2008
SPFB.RTS-12.18,1,19/10/18,10:10,113800.0,113800.0,113660.0,113680.0,1626
SPFB.RTS-12.18,1,19/10/18,10:11,113680.0,113770.0,113640.0,113720.0,1255
SPFB.RTS-12.18,1,19/10/18,10:12,113720.0,113870.0,113700.0,113840.0,870
SPFB.RTS-12.18,1,19/10/18,10:13,113830.0,113840.0,113750.0,113770.0,1030
SPFB.RTS-12.18,1,19/10/18,10:14,113760.0,113760.0,113700.0,113750.0,993
SPFB.RTS-12.18,1,19/10/18,10:15,113730.0,113740.0,113660.0,113690.0,599
SPFB.RTS-12.18,1,19/10/18,10:16,113680.0,113750.0,113660.0,113680.0,715
SPFB.RTS-12.18,1,19/10/18,10:17,113700.0,113700.0,113520.0,113610.0,2178
SPFB.RTS-12.18,1,19/10/18,10:18,113620.0,113730.0,113600.0,113690.0,936
SPFB.RTS-12.18,1,19/10/18,10:19,113690.0,113690.0,113590.0,113610.0,571
SPFB.RTS-12.18,1,19/10/18,10:20,113610.0,113640.0,113580.0,113620.0,768
SPFB.RTS-12.18,1,19/10/18,10:21,113610.0,113630.0,113390.0,113410.0,2364
SPFB.RTS-12.18,1,19/10/18,10:22,113420.0,113560.0,113390.0,113550.0,1167
SPFB.RTS-12.18,1,19/10/18,10:23,113540.0,113730.0,113510.0,113700.0,1518
SPFB.RTS-12.18,1,19/10/18,10:24,113700.0,113710.0,113620.0,113640.0,783
SPFB.RTS-12.18,1,19/10/18,10:25,113640.0,113640.0,113530.0,113550.0,517
SPFB.RTS-12.18,1,19/10/18,10:26,113550.0,113580.0,113460.0,113540.0,1022
SPFB.RTS-12.18,1,19/10/18,10:27,113550.0,113600.0,113540.0,113560.0,361
SPFB.RTS-12.18,1,19/10/18,10:28,113540.0,113550.0,113470.0,113540.0,369
SPFB.RTS-12.18,1,19/10/18,10:29,113540.0,113580.0,113510.0,113520.0,359
SPFB.RTS-12.18,1,19/10/18,10:30,113510.0,113510.0,113430.0,113430.0,1601
SPFB.RTS-12.18,1,19/10/18,10:31,113430.0,113430.0,113180.0,113340.0,3708
SPFB.RTS-12.18,1,19/10/18,10:32,113330.0,113570.0,113280.0,113560.0,2326
SPFB.RTS-12.18,1,19/10/18,10:33,113560.0,113600.0,113520.0,113540.0,2370
SPFB.RTS-12.18,1,19/10/18,10:34,113530.0,113530.0,113310.0,113340.0,1857
SPFB.RTS-12.18,1,19/10/18,10:35,113340.0,113340.0,112950.0,113170.0,6183
SPFB.RTS-12.18,1,19/10/18,10:36,113160.0,113170.0,112900.0,113020.0,2614
SPFB.RTS-12.18,1,19/10/18,10:37,113020.0,113030.0,112900.0,112930.0,2022
SPFB.RTS-12.18,1,19/10/18,10:38,112940.0,113200.0,112920.0,113200.0,2444
SPFB.RTS-12.18,1,19/10/18,10:39,113190.0,113230.0,113120.0,113190.0,1769
SPFB.RTS-12.18,1,19/10/18,10:40,113190.0,113230.0,113110.0,113120.0,744
SPFB.RTS-12.18,1,19/10/18,10:41,113110.0,113230.0,113100.0,113210.0,482
SPFB.RTS-12.18,1,19/10/18,10:42,113210.0,113230.0,113110.0,113130.0,825
SPFB.RTS-12.18,1,19/10/18,10:43,113120.0,113140.0,113030.0,113060.0,709
SPFB.RTS-12.18,1,19/10/18,10:44,113070.0,113070.0,112930.0,113000.0,1224
SPFB.RTS-12.18,1,19/10/18,10:45,113000.0,113130.0,112990.0,113110.0,778
SPFB.RTS-12.18,1,19/10/18,10:46,113110.0,113170.0,113060.0,113160.0,630
SPFB.RTS-12.18,1,19/10/18,10:47,113160.0,113190.0,113140.0,113190.0,983
SPFB.RTS-12.18,1,19/10/18,10:48,113180.0,113200.0,113090.0,113120.0,700
SPFB.RTS-12.18,1,19/10/18,10:49,113120.0,113170.0,113120.0,113140.0,371
SPFB.RTS-12.18,1,19/10/18,10:50,113140.0,113150.0,113010.0,113120.0,773
SPFB.RTS-12.18,1,19/10/18,10:51,113110.0,113140.0,113080.0,113110.0,300
SPFB.RTS-12.18,1,19/10/18,10:52,113100.0,113140.0,113070.0,113110.0,357
SPFB.RTS-12.18,1,19/10/18,10:53,113120.0,113120.0,113050.0,113060.0,232
SPFB.RTS-12.18,1,19/10/18,10:54,113070.0,113070.0,112960.0,112990.0,616
SPFB.RTS-12.18,1,19/10/18,10:55,113000.0,113050.0,112920.0,113000.0,809
SPFB.RTS-12.18,1,19/10/18,10:56,113000.0,113140.0,112990.0,113080.0,1988
SPFB.RTS-12.18,1,19/10/18,10:57,113070.0,113210.0,113070.0,113200.0,1156
SPFB.RTS-12.18,1,19/10/18,10:58,113200.0,113270.0,113180.0,113240.0,1133
SPFB.RTS-12.18,1,19/10/18,10:59,113240.0,113260.0,113210.0,113220.0,709
SPFB.RTS-12.18,1,19/10/18,11:00,113230.0,113230.0,113160.0,113170.0,502
SPFB.RTS-12.18,1,19/10/18,11:01,113170.0,113240.0,113170.0,113220.0,1038
SPFB.RTS-12.18,1,19/10/18,11:02,113220.0,113260.0,113200.0,113230.0,424
SPFB.RTS-12.18,1,19/10/18,11:03,113230.0,113230.0,113150.0,113190.0,656
SPFB.RTS-12.18,1,19/10/18,11:04,113180.0,113210.0,113160.0,113190.0,226
SPFB.RTS-12.18,1,19/10/18,11:05,113200.0,113220.0,113060.0,113060.0,1317
SPFB.RTS-12.18,1,19/10/18,11:06,113060.0,113080.0,112940.0,113010.0,2735
SPFB.RTS-12.18,1,19/10/18,11:07,113000.0,113050.0,112930.0,113010.0,1473
SPFB.RTS-12.18,1,19/10/18,11:08,113020.0,113020.0,112910.0,112930.0,962
SPFB.RTS-12.18,1,19/10/18,11:09,112930.0,113040.0,112920.0,113020.0,686
SPFB.RTS-12.18,1,19/10/18,11:10,113030.0,113120.0,112980.0,113100.0,871
SPFB.RTS-12.18,1,19/10/18,11:11,113090.0,113160.0,113080.0,113110.0,758
SPFB.RTS-12.18,1,19/10/18,11:12,113130.0,113140.0,113090.0,113120.0,161
SPFB.RTS-12.18,1,19/10/18,11:13,113110.0,113130.0,112960.0,112980.0,807
SPFB.RTS-12.18,1,19/10/18,11:14,112980.0,113020.0,112960.0,113000.0,830
SPFB.RTS-12.18,1,19/10/18,11:15,113010.0,113130.0,113010.0,113130.0,554
SPFB.RTS-12.18,1,19/10/18,11:16,113110.0,113150.0,113080.0,113110.0,715
SPFB.RTS-12.18,1,19/10/18,11:17,113120.0,113150.0,113100.0,113100.0,360
SPFB.RTS-12.18,1,19/10/18,11:18,113100.0,113100.0,113020.0,113040.0,558
SPFB.RTS-12.18,1,19/10/18,11:19,113030.0,113060.0,112750.0,112810.0,3709
SPFB.RTS-12.18,1,19/10/18,11:20,112810.0,112890.0,112770.0,112780.0,1794
SPFB.RTS-12.18,1,19/10/18,11:21,112780.0,112850.0,112750.0,112770.0,1895
SPFB.RTS-12.18,1,19/10/18,11:22,112790.0,112800.0,112650.0,112660.0,3087
SPFB.RTS-12.18,1,19/10/18,11:23,112650.0,112790.0,112650.0,112730.0,3260
SPFB.RTS-12.18,1,19/10/18,11:24,112730.0,112760.0,112660.0,112740.0,1304
SPFB.RTS-12.18,1,19/10/18,11:25,112730.0,112780.0,112710.0,112750.0,449
SPFB.RTS-12.18,1,19/10/18,11:26,112750.0,112770.0,112680.0,112690.0,772
SPFB.RTS-12.18,1,19/10/18,11:27,112690.0,112740.0,112670.0,112730.0,441
SPFB.RTS-12.18,1,19/10/18,11:28,112730.0,112770.0,112710.0,112730.0,435
SPFB.RTS-12.18,1,19/10/18,11:29,112730.0,112810.0,112730.0,112800.0,882
SPFB.RTS-12.18,1,19/10/18,11:30,112800.0,112800.0,112720.0,112760.0,747
SPFB.RTS-12.18,1,19/10/18,11:31,112760.0,112800.0,112700.0,112700.0,760
SPFB.RTS-12.18,1,19/10/18,11:32,112700.0,112770.0,112680.0,112720.0,510
SPFB.RTS-12.18,1,19/10/18,11:33,112720.0,112740.0,112690.0,112710.0,425
SPFB.RTS-12.18,1,19/10/18,11:34,112720.0,112720.0,112660.0,112690.0,1161
SPFB.RTS-12.18,1,19/10/18,11:35,112690.0,112730.0,112670.0,112710.0,677
SPFB.RTS-12.18,1,19/10/18,11:36,112710.0,112740.0,112700.0,112740.0,383
SPFB.RTS-12.18,1,19/10/18,11:37,112740.0,112800.0,112710.0,112800.0,800
SPFB.RTS-12.18,1,19/10/18,11:38,112800.0,112920.0,112790.0,112870.0,2015
SPFB.RTS-12.18,1,19/10/18,11:39,112860.0,112890.0,112830.0,112870.0,499
SPFB.RTS-12.18,1,19/10/18,11:40,112880.0,112920.0,112850.0,112920.0,716
SPFB.RTS-12.18,1,19/10/18,11:41,112920.0,112970.0,112870.0,112870.0,1100
SPFB.RTS-12.18,1,19/10/18,11:42,112880.0,112900.0,112850.0,112890.0,586
SPFB.RTS-12.18,1,19/10/18,11:43,112890.0,112890.0,112850.0,112860.0,291
SPFB.RTS-12.18,1,19/10/18,11:44,112870.0,112910.0,112840.0,112910.0,370
SPFB.RTS-12.18,1,19/10/18,11:45,112900.0,112980.0,112880.0,112930.0,1160
SPFB.RTS-12.18,1,19/10/18,11:46,112950.0,112970.0,112910.0,112930.0,330
SPFB.RTS-12.18,1,19/10/18,11:47,112930.0,112930.0,112900.0,112910.0,174
SPFB.RTS-12.18,1,19/10/18,11:48,112920.0,112920.0,112840.0,112840.0,312
SPFB.RTS-12.18,1,19/10/18,11:49,112840.0,112920.0,112840.0,112880.0,260
SPFB.RTS-12.18,1,19/10/18,11:50,112890.0,112900.0,112820.0,112820.0,324
SPFB.RTS-12.18,1,19/10/18,11:51,112830.0,112860.0,112790.0,112840.0,625
SPFB.RTS-12.18,1,19/10/18,11:52,112830.0,112840.0,112800.0,112820.0,307
SPFB.RTS-12.18,1,19/10/18,11:53,112810.0,112820.0,112740.0,112810.0,580
SPFB.RTS-12.18,1,19/10/18,11:54,112810.0,112910.0,112810.0,112890.0,508
SPFB.RTS-12.18,1,19/10/18,11:55,112870.0,112890.0,112820.0,112870.0,180
SPFB.RTS-12.18,1,19/10/18,11:56,112860.0,112880.0,112830.0,112870.0,240
SPFB.RTS-12.18,1,19/10/18,11:57,112880.0,113350.0,112880.0,113140.0,8032
SPFB.RTS-12.18,1,19/10/18,11:58,113150.0,113240.0,113060.0,113230.0,2366
SPFB.RTS-12.18,1,19/10/18,11:59,113240.0,113260.0,113200.0,113220.0,1036
SPFB.RTS-12.18,1,19/10/18,12:00,113230.0,113230.0,113130.0,113130.0,940
SPFB.RTS-12.18,1,19/10/18,12:01,113130.0,113260.0,113120.0,113220.0,1137
SPFB.RTS-12.18,1,19/10/18,12:02,113230.0,113280.0,113210.0,113270.0,520
SPFB.RTS-12.18,1,19/10/18,12:03,113280.0,113310.0,113230.0,113260.0,730
SPFB.RTS-12.18,1,19/10/18,12:04,113270.0,113340.0,113250.0,113320.0,670
SPFB.RTS-12.18,1,19/10/18,12:05,113320.0,113460.0,113310.0,113340.0,2501
SPFB.RTS-12.18,1,19/10/18,12:06,113360.0,113400.0,113340.0,113370.0,550
SPFB.RTS-12.18,1,19/10/18,12:07,113380.0,113550.0,113370.0,113490.0,2185
SPFB.RTS-12.18,1,19/10/18,12:08,113490.0,113520.0,113360.0,113380.0,1384
SPFB.RTS-12.18,1,19/10/18,12:09,113360.0,113390.0,113330.0,113340.0,630
SPFB.RTS-12.18,1,19/10/18,12:10,113340.0,113390.0,113320.0,113340.0,373
SPFB.RTS-12.18,1,19/10/18,12:11,113330.0,113350.0,113290.0,113300.0,933
SPFB.RTS-12.18,1,19/10/18,12:12,113300.0,113330.0,113270.0,113310.0,890
SPFB.RTS-12.18,1,19/10/18,12:13,113310.0,113320.0,113220.0,113240.0,719
SPFB.RTS-12.18,1,19/10/18,12:14,113250.0,113340.0,113230.0,113270.0,591
SPFB.RTS-12.18,1,19/10/18,12:15,113290.0,113300.0,113240.0,113240.0,278
SPFB.RTS-12.18,1,19/10/18,12:16,113240.0,113260.0,113170.0,113260.0,850
SPFB.RTS-12.18,1,19/10/18,12:17,113260.0,113310.0,113240.0,113290.0,378
SPFB.RTS-12.18,1,19/10/18,12:18,113280.0,113340.0,113270.0,113290.0,532
SPFB.RTS-12.18,1,19/10/18,12:19,113290.0,113320.0,113280.0,113310.0,80
SPFB.RTS-12.18,1,19/10/18,12:20,113320.0,113340.0,113220.0,113260.0,746
SPFB.RTS-12.18,1,19/10/18,12:21,113270.0,113350.0,113250.0,113340.0,247
SPFB.RTS-12.18,1,19/10/18,12:22,113330.0,113390.0,113320.0,113380.0,279
SPFB.RTS-12.18,1,19/10/18,12:23,113380.0,113450.0,113260.0,113260.0,676
SPFB.RTS-12.18,1,19/10/18,12:24,113250.0,113330.0,113250.0,113280.0,138
SPFB.RTS-12.18,1,19/10/18,12:25,113300.0,113340.0,113280.0,113290.0,163
SPFB.RTS-12.18,1,19/10/18,12:26,113300.0,113300.0,113240.0,113260.0,255
SPFB.RTS-12.18,1,19/10/18,12:27,113260.0,113270.0,113240.0,113260.0,191
SPFB.RTS-12.18,1,19/10/18,12:28,113240.0,113320.0,113240.0,113290.0,204
SPFB.RTS-12.18,1,19/10/18,12:29,113290.0,113350.0,113280.0,113300.0,199
